requisito,valor,peso
Requisito_97,11,138
Requisito_98,39,143
Requisito_99,47,126
Requisito_100,38,36
Requisito_101,31,55
Requisito_102,36,19
Requisito_103,36,56
Requisito_104,22,115
Requisito_105,37,129
Requisito_106,50,139
Requisito_107,34,67
Requisito_108,47,45
Requisito_109,53,63
Requisito_110,5,25
Requisito_111,26,83
Requisito_112,2,50
Requisito_113,24,55
Requisito_114,16,47
Requisito_115,33,141
Requisito_116,35,93
Requisito_117,30,99
Requisito_118,36,112
Requisito_119,2,36
Requisito_120,33,64
Requisito_121,40,144
Requisito_122,14,47
Requisito_123,37,55
Requisito_124,46,80
Requisito_125,14,69
Requisito_126,40,66
Requisito_127,43,51
Requisito_128,19,43
Requisito_129,24,48
Requisito_130,28,79
Requisito_131,45,110
Requisito_132,4,78
Requisito_133,6,143
Requisito_134,31,131
Requisito_135,37,35
Requisito_136,20,116
Requisito_137,6,139
Requisito_138,48,57
Requisito_139,5,106
Requisito_140,31,69
Requisito_141,47,29
Requisito_142,6,90
Requisito_143,38,61
Requisito_144,42,137
Requisito_145,42,30
Requisito_146,36,52
Requisito_147,36,136
Requisito_148,13,123
Requisito_149,52,88
Requisito_150,19,115
Requisito_151,36,113
Requisito_152,19,121
Requisito_153,18,102
Requisito_154,36,30
Requisito_155,17,50
Requisito_156,12,104
Requisito_157,25,133
Requisito_158,28,26
Requisito_159,4,49
Requisito_160,35,65
Requisito_161,29,67
Requisito_162,18,129
Requisito_163,3,106
Requisito_164,10,89
Requisito_165,49,61
Requisito_166,40,21
Requisito_167,47,106
Requisito_168,24,97
Requisito_169,53,78
Requisito_170,35,75
Requisito_171,31,76
Requisito_172,2,54
Requisito_173,43,98
Requisito_174,34,57
Requisito_175,43,31
Requisito_176,23,44
Requisito_177,50,36
Requisito_178,50,55
Requisito_179,30,38
Requisito_180,3,127
Requisito_181,45,86
Requisito_182,19,91
Requisito_183,54,39
Requisito_184,42,36
Requisito_185,42,84
Requisito_186,39,129
Requisito_187,42,121
Requisito_188,30,53
Requisito_189,7,51
Requisito_190,15,139
Requisito_191,29,123
Requisito_192,3,37
Requisito_193,18,43
Requisito_194,18,79
Requisito_195,51,112
Requisito_196,20,108
Requisito_197,8,111
Requisito_198,26,64
Requisito_199,6,20
Requisito_200,7,84
Requisito_201,41,49
Requisito_202,19,51
Requisito_203,25,35
Requisito_204,39,114
Requisito_205,10,25
Requisito_206,38,41
Requisito_207,40,89
Requisito_208,8,23
Requisito_209,21,41
Requisito_210,17,134
Requisito_211,35,114
Requisito_212,45,33
Requisito_213,41,40
Requisito_214,37,118
Requisito_215,54,102
Requisito_216,35,93
Requisito_217,11,77
Requisito_218,4,140
Requisito_219,17,53
Requisito_220,9,144
Requisito_221,19,84
Requisito_222,18,90
Requisito_223,14,23
Requisito_224,45,79
Requisito_225,41,82
Requisito_226,32,36
Requisito_227,27,21
Requisito_228,9,101
Requisito_229,27,143
Requisito_230,13,42
Requisito_231,50,80
Requisito_232,9,81
Requisito_233,26,25
Requisito_234,24,18
Requisito_235,32,135
Requisito_236,24,77
Requisito_237,45,19
Requisito_238,53,66
Requisito_239,9,65
Requisito_240,15,37
Requisito_241,5,70
Requisito_242,23,48
Requisito_243,51,129
Requisito_244,13,115
Requisito_245,5,58
Requisito_246,30,107
Requisito_247,46,121
Requisito_248,38,101
Requisito_249,50,50
Requisito_250,15,143
Requisito_251,32,58
Requisito_252,8,38
Requisito_253,45,99
Requisito_254,31,17
Requisito_255,37,117
Requisito_256,41,42
Requisito_257,54,136
Requisito_258,54,52
Requisito_259,36,139
Requisito_260,24,54
Requisito_261,29,144
Requisito_262,49,20
Requisito_263,11,103
Requisito_264,3,88
Requisito_265,22,109
Requisito_266,3,72
Requisito_267,6,35
Requisito_268,16,121
Requisito_269,24,115
Requisito_270,38,47
Requisito_271,27,116
Requisito_272,16,33
Requisito_273,36,87
Requisito_274,40,42
Requisito_275,32,95
Requisito_276,27,125
Requisito_277,46,124
Requisito_278,51,94
Requisito_279,19,97
Requisito_280,22,132
Requisito_281,51,135
Requisito_282,32,48
Requisito_283,49,134
Requisito_284,40,26
Requisito_285,35,57
Requisito_286,40,41
Requisito_287,2,91
Requisito_288,9,17
Requisito_289,7,115
Requisito_290,9,47
Requisito_291,48,83
Requisito_292,16,94
Requisito_293,49,30
Requisito_294,25,140
Requisito_295,3,126
Requisito_296,34,87
Requisito_297,24,90
Requisito_298,30,98
Requisito_299,2,22
Requisito_300,51,97
Requisito_301,43,116
Requisito_302,35,106
Requisito_303,41,65
Requisito_304,39,17
Requisito_305,7,97
Requisito_306,33,94
Requisito_307,53,112
Requisito_308,6,82
Requisito_309,4,85
Requisito_310,49,107
Requisito_311,49,117
Requisito_312,32,90
Requisito_313,41,109
Requisito_314,4,97
Requisito_315,50,100
Requisito_316,48,53
Requisito_317,26,126
Requisito_318,23,104
Requisito_319,8,87
Requisito_320,48,49
Requisito_321,44,56
Requisito_322,27,131
Requisito_323,48,45
Requisito_324,54,78
Requisito_325,33,136
Requisito_326,42,108
Requisito_327,37,37
Requisito_328,54,130
Requisito_329,34,20
Requisito_330,23,60
Requisito_331,21,50
Requisito_332,17,79
Requisito_333,9,138
Requisito_334,8,80
Requisito_335,22,141
Requisito_336,51,144
Requisito_337,47,141
Requisito_338,34,123
Requisito_339,16,83
Requisito_340,9,51
Requisito_341,23,64
Requisito_342,23,31
Requisito_343,54,26
Requisito_344,29,50
Requisito_345,43,25
Requisito_346,47,29
Requisito_347,40,30
Requisito_348,52,34
Requisito_349,20,49
Requisito_350,47,135
Requisito_351,38,96
Requisito_352,8,73
Requisito_353,28,106
Requisito_354,32,72
Requisito_355,19,135
Requisito_356,46,143
Requisito_357,43,95
Requisito_358,9,142
Requisito_359,21,112
Requisito_360,54,73
Requisito_361,36,85
Requisito_362,3,27
Requisito_363,53,80
Requisito_364,4,116
Requisito_365,35,100
Requisito_366,3,75
Requisito_367,16,120
Requisito_368,47,108
Requisito_369,11,84
Requisito_370,41,34
Requisito_371,5,72
Requisito_372,29,141
Requisito_373,49,114
Requisito_374,8,117
Requisito_375,31,65
Requisito_376,2,74
Requisito_377,49,134
Requisito_378,25,129
Requisito_379,24,28
Requisito_380,34,119
Requisito_381,6,116
Requisito_382,47,134
Requisito_383,49,39
Requisito_384,54,102
Requisito_385,40,124
Requisito_386,12,105
Requisito_387,34,20
Requisito_388,37,64
Requisito_389,52,112
Requisito_390,28,109
Requisito_391,3,132
Requisito_392,22,70
Requisito_393,44,79
Requisito_394,30,73
Requisito_395,37,82
Requisito_396,18,61
Requisito_397,34,66
Requisito_398,31,74
Requisito_399,44,124
Requisito_400,39,89
