sprint,requisito,valor_req,peso_req
Sprint 10,Requisito_109,3.0,32.0
Sprint 10,Requisito_184,5.0,27.0
Sprint 10,Requisito_189,7.0,17.0
Sprint 10,Requisito_190,6.0,31.0
Sprint 10,Requisito_249,17.0,17.0
Sprint 10,Requisito_308,5.0,12.0
Sprint 11,Requisito_61,17.0,12.0
Sprint 11,Requisito_64,10.0,40.0
Sprint 11,Requisito_65,7.0,32.0
Sprint 11,Requisito_66,3.0,22.0
Sprint 11,Requisito_67,7.0,22.0
Sprint 11,Requisito_68,17.0,12.0
Sprint 11,Requisito_154,1.0,10.0
Sprint 11,Requisito_446,5.0,29.0
Sprint 12,Requisito_6,17.0,23.0
Sprint 12,Requisito_70,4.0,19.0
Sprint 12,Requisito_73,15.0,33.0
Sprint 12,Requisito_74,1.0,39.0
Sprint 12,Requisito_75,3.0,34.0
Sprint 12,Requisito_78,13.0,30.0
Sprint 13,Requisito_63,14.0,12.0
Sprint 13,Requisito_77,4.0,11.0
Sprint 13,Requisito_80,8.0,19.0
Sprint 13,Requisito_82,1.0,33.0
Sprint 13,Requisito_83,6.0,15.0
Sprint 13,Requisito_163,4.0,39.0
Sprint 13,Requisito_267,2.0,15.0
Sprint 13,Requisito_278,18.0,32.0
Sprint 14,Requisito_72,15.0,9.0
Sprint 14,Requisito_85,6.0,19.0
Sprint 14,Requisito_86,1.0,9.0
Sprint 14,Requisito_87,16.0,35.0
Sprint 14,Requisito_89,1.0,20.0
Sprint 14,Requisito_90,4.0,33.0
Sprint 14,Requisito_91,8.0,31.0
Sprint 14,Requisito_175,2.0,24.0
Sprint 15,Requisito_92,1.0,16.0
Sprint 15,Requisito_93,10.0,8.0
Sprint 15,Requisito_94,5.0,9.0
Sprint 15,Requisito_95,11.0,27.0
Sprint 15,Requisito_98,13.0,22.0
Sprint 15,Requisito_247,5.0,38.0
Sprint 15,Requisito_273,13.0,26.0
Sprint 15,Requisito_499,15.0,34.0
Sprint 16,Requisito_10,7.0,39.0
Sprint 16,Requisito_12,18.0,12.0
Sprint 16,Requisito_71,8.0,18.0
Sprint 16,Requisito_97,9.0,15.0
Sprint 16,Requisito_101,5.0,28.0
Sprint 16,Requisito_104,13.0,23.0
Sprint 16,Requisito_106,2.0,32.0
Sprint 16,Requisito_198,14.0,13.0
Sprint 17,Requisito_110,18.0,34.0
Sprint 17,Requisito_111,4.0,39.0
Sprint 17,Requisito_113,6.0,30.0
Sprint 17,Requisito_388,13.0,32.0
Sprint 17,Requisito_430,15.0,33.0
Sprint 17,Requisito_492,5.0,11.0
Sprint 18,Requisito_115,11.0,16.0
Sprint 18,Requisito_129,14.0,13.0
Sprint 18,Requisito_132,5.0,30.0
Sprint 18,Requisito_169,18.0,11.0
Sprint 18,Requisito_262,18.0,25.0
Sprint 18,Requisito_266,3.0,24.0
Sprint 18,Requisito_358,14.0,30.0
Sprint 18,Requisito_472,8.0,30.0
Sprint 19,Requisito_120,16.0,31.0
Sprint 19,Requisito_121,13.0,20.0
Sprint 19,Requisito_122,16.0,26.0
Sprint 19,Requisito_124,15.0,22.0
Sprint 19,Requisito_125,12.0,37.0
Sprint 19,Requisito_127,6.0,26.0
Sprint 19,Requisito_373,12.0,18.0
Sprint 20,Requisito_60,5.0,28.0
Sprint 20,Requisito_116,18.0,37.0
Sprint 20,Requisito_119,14.0,16.0
Sprint 20,Requisito_128,4.0,36.0
Sprint 20,Requisito_130,15.0,11.0
Sprint 20,Requisito_263,13.0,14.0
Sprint 20,Requisito_371,1.0,38.0
Sprint 21,Requisito_11,7.0,16.0
Sprint 21,Requisito_24,10.0,39.0
Sprint 21,Requisito_26,13.0,34.0
Sprint 21,Requisito_28,18.0,32.0
Sprint 21,Requisito_269,12.0,22.0
Sprint 21,Requisito_402,9.0,24.0
Sprint 21,Requisito_420,13.0,13.0
Sprint 22,Requisito_136,2.0,17.0
Sprint 22,Requisito_143,15.0,40.0
Sprint 22,Requisito_144,12.0,14.0
Sprint 22,Requisito_146,8.0,37.0
Sprint 22,Requisito_147,2.0,38.0
Sprint 22,Requisito_148,10.0,33.0
Sprint 23,Requisito_36,9.0,11.0
Sprint 23,Requisito_131,9.0,11.0
Sprint 23,Requisito_145,8.0,20.0
Sprint 23,Requisito_149,12.0,11.0
Sprint 23,Requisito_150,5.0,21.0
Sprint 23,Requisito_153,15.0,40.0
Sprint 23,Requisito_155,13.0,15.0
Sprint 23,Requisito_156,17.0,8.0
Sprint 23,Requisito_366,6.0,29.0
Sprint 23,Requisito_409,7.0,14.0
Sprint 24,Requisito_157,4.0,28.0
Sprint 24,Requisito_158,5.0,22.0
Sprint 24,Requisito_161,17.0,27.0
Sprint 24,Requisito_162,8.0,20.0
Sprint 24,Requisito_167,2.0,8.0
Sprint 24,Requisito_202,6.0,14.0
Sprint 24,Requisito_460,16.0,39.0
Sprint 24,Requisito_498,10.0,18.0
Sprint 25,Requisito_57,7.0,17.0
Sprint 25,Requisito_108,9.0,9.0
Sprint 25,Requisito_134,10.0,23.0
Sprint 25,Requisito_137,9.0,38.0
Sprint 25,Requisito_170,13.0,22.0
Sprint 25,Requisito_264,18.0,31.0
Sprint 25,Requisito_347,14.0,40.0
Sprint 26,Requisito_172,8.0,8.0
Sprint 26,Requisito_173,14.0,36.0
Sprint 26,Requisito_176,11.0,22.0
Sprint 26,Requisito_177,5.0,16.0
Sprint 26,Requisito_178,15.0,18.0
Sprint 26,Requisito_179,14.0,18.0
Sprint 26,Requisito_245,18.0,26.0
Sprint 26,Requisito_416,7.0,31.0
Sprint 27,Requisito_41,2.0,33.0
Sprint 27,Requisito_105,17.0,10.0
Sprint 27,Requisito_141,17.0,20.0
Sprint 27,Requisito_181,10.0,39.0
Sprint 27,Requisito_185,6.0,37.0
Sprint 27,Requisito_186,7.0,40.0
Sprint 28,Requisito_55,3.0,37.0
Sprint 28,Requisito_58,10.0,17.0
Sprint 28,Requisito_59,12.0,31.0
Sprint 28,Requisito_187,11.0,27.0
Sprint 28,Requisito_193,16.0,31.0
Sprint 28,Requisito_248,16.0,19.0
Sprint 28,Requisito_362,13.0,18.0
Sprint 29,Requisito_180,8.0,40.0
Sprint 29,Requisito_194,7.0,15.0
Sprint 29,Requisito_197,10.0,13.0
Sprint 29,Requisito_199,18.0,23.0
Sprint 29,Requisito_201,11.0,31.0
Sprint 29,Requisito_341,18.0,22.0
Sprint 29,Requisito_475,17.0,36.0
Sprint 30,Requisito_18,10.0,8.0
Sprint 30,Requisito_19,10.0,28.0
Sprint 30,Requisito_159,13.0,38.0
Sprint 30,Requisito_165,6.0,39.0
Sprint 30,Requisito_188,15.0,9.0
Sprint 30,Requisito_192,4.0,40.0
Sprint 30,Requisito_311,8.0,18.0
Sprint 31,Requisito_22,1.0,17.0
Sprint 31,Requisito_38,9.0,29.0
Sprint 31,Requisito_107,17.0,25.0
Sprint 31,Requisito_210,4.0,32.0
Sprint 31,Requisito_211,6.0,40.0
Sprint 31,Requisito_212,8.0,37.0
Sprint 32,Requisito_214,17.0,26.0
Sprint 32,Requisito_215,2.0,40.0
Sprint 32,Requisito_216,5.0,27.0
Sprint 32,Requisito_217,8.0,35.0
Sprint 32,Requisito_218,15.0,34.0
Sprint 32,Requisito_443,4.0,18.0
Sprint 33,Requisito_112,16.0,34.0
Sprint 33,Requisito_123,11.0,16.0
Sprint 33,Requisito_209,12.0,11.0
Sprint 33,Requisito_219,14.0,14.0
Sprint 33,Requisito_220,18.0,31.0
Sprint 33,Requisito_221,15.0,8.0
Sprint 33,Requisito_224,7.0,27.0
Sprint 33,Requisito_226,16.0,22.0
Sprint 33,Requisito_227,6.0,17.0
Sprint 34,Requisito_223,11.0,8.0
Sprint 34,Requisito_228,1.0,33.0
Sprint 34,Requisito_229,4.0,27.0
Sprint 34,Requisito_230,18.0,17.0
Sprint 34,Requisito_231,11.0,22.0
Sprint 34,Requisito_232,10.0,27.0
Sprint 34,Requisito_233,9.0,22.0
Sprint 34,Requisito_340,3.0,21.0
Sprint 35,Requisito_234,5.0,9.0
Sprint 35,Requisito_237,18.0,13.0
Sprint 35,Requisito_239,17.0,39.0
Sprint 35,Requisito_240,17.0,29.0
Sprint 35,Requisito_241,8.0,14.0
Sprint 35,Requisito_242,17.0,33.0
Sprint 35,Requisito_243,2.0,24.0
Sprint 35,Requisito_337,12.0,19.0
Sprint 36,Requisito_31,10.0,33.0
Sprint 36,Requisito_126,14.0,18.0
Sprint 36,Requisito_139,16.0,36.0
Sprint 36,Requisito_222,8.0,11.0
Sprint 36,Requisito_244,12.0,25.0
Sprint 36,Requisito_246,12.0,28.0
Sprint 36,Requisito_500,10.0,26.0
Sprint 37,Requisito_251,8.0,13.0
Sprint 37,Requisito_252,16.0,40.0
Sprint 37,Requisito_253,6.0,24.0
Sprint 37,Requisito_254,18.0,11.0
Sprint 37,Requisito_256,12.0,31.0
Sprint 37,Requisito_257,18.0,19.0
Sprint 37,Requisito_259,5.0,15.0
Sprint 37,Requisito_260,17.0,22.0
Sprint 38,Requisito_114,5.0,39.0
Sprint 38,Requisito_117,16.0,23.0
Sprint 38,Requisito_168,2.0,40.0
Sprint 38,Requisito_261,9.0,37.0
Sprint 38,Requisito_481,17.0,40.0
Sprint 39,Requisito_135,16.0,27.0
Sprint 39,Requisito_174,15.0,27.0
Sprint 39,Requisito_195,18.0,30.0
Sprint 39,Requisito_255,16.0,12.0
Sprint 39,Requisito_272,6.0,23.0
Sprint 39,Requisito_275,7.0,30.0
Sprint 39,Requisito_332,2.0,29.0
Sprint 40,Requisito_62,10.0,16.0
Sprint 40,Requisito_276,10.0,28.0
Sprint 40,Requisito_277,9.0,37.0
Sprint 40,Requisito_279,12.0,20.0
Sprint 40,Requisito_280,15.0,38.0
Sprint 40,Requisito_281,6.0,22.0
Sprint 40,Requisito_493,4.0,18.0
Sprint 41,Requisito_138,17.0,34.0
Sprint 41,Requisito_183,18.0,13.0
Sprint 41,Requisito_283,18.0,13.0
Sprint 41,Requisito_284,12.0,17.0
Sprint 41,Requisito_285,5.0,36.0
Sprint 41,Requisito_286,18.0,24.0
Sprint 41,Requisito_288,11.0,13.0
Sprint 41,Requisito_290,3.0,30.0
Sprint 42,Requisito_289,12.0,23.0
Sprint 42,Requisito_291,6.0,20.0
Sprint 42,Requisito_293,9.0,16.0
Sprint 42,Requisito_295,7.0,26.0
Sprint 42,Requisito_313,12.0,29.0
Sprint 42,Requisito_352,17.0,39.0
Sprint 42,Requisito_490,3.0,27.0
Sprint 43,Requisito_133,1.0,9.0
Sprint 43,Requisito_164,18.0,32.0
Sprint 43,Requisito_236,15.0,9.0
Sprint 43,Requisito_298,9.0,12.0
Sprint 43,Requisito_299,3.0,28.0
Sprint 43,Requisito_300,1.0,18.0
Sprint 43,Requisito_301,9.0,17.0
Sprint 43,Requisito_303,15.0,12.0
Sprint 43,Requisito_304,13.0,18.0
Sprint 43,Requisito_465,12.0,24.0
Sprint 44,Requisito_20,14.0,15.0
Sprint 44,Requisito_203,11.0,33.0
Sprint 44,Requisito_204,4.0,24.0
Sprint 44,Requisito_270,9.0,12.0
Sprint 44,Requisito_305,17.0,31.0
Sprint 44,Requisito_310,14.0,27.0
Sprint 44,Requisito_312,11.0,11.0
Sprint 44,Requisito_480,1.0,25.0
Sprint 45,Requisito_30,18.0,33.0
Sprint 45,Requisito_258,15.0,8.0
Sprint 45,Requisito_316,10.0,40.0
Sprint 45,Requisito_320,15.0,27.0
Sprint 45,Requisito_321,14.0,35.0
Sprint 45,Requisito_384,9.0,35.0
Sprint 46,Requisito_208,8.0,38.0
Sprint 46,Requisito_317,2.0,11.0
Sprint 46,Requisito_322,16.0,29.0
Sprint 46,Requisito_323,1.0,18.0
Sprint 46,Requisito_324,15.0,30.0
Sprint 46,Requisito_325,3.0,29.0
Sprint 46,Requisito_326,16.0,23.0
Sprint 47,Requisito_15,14.0,40.0
Sprint 47,Requisito_42,12.0,35.0
Sprint 47,Requisito_45,6.0,37.0
Sprint 47,Requisito_46,8.0,19.0
Sprint 47,Requisito_76,9.0,15.0
Sprint 47,Requisito_235,17.0,17.0
Sprint 47,Requisito_484,18.0,15.0
Sprint 48,Requisito_53,8.0,13.0
Sprint 48,Requisito_200,16.0,12.0
Sprint 48,Requisito_315,8.0,21.0
Sprint 48,Requisito_327,16.0,11.0
Sprint 48,Requisito_338,9.0,33.0
Sprint 48,Requisito_339,11.0,33.0
Sprint 48,Requisito_374,18.0,36.0
Sprint 48,Requisito_421,18.0,21.0
Sprint 49,Requisito_328,8.0,11.0
Sprint 49,Requisito_329,5.0,38.0
Sprint 49,Requisito_342,13.0,22.0
Sprint 49,Requisito_343,18.0,35.0
Sprint 49,Requisito_344,1.0,20.0
Sprint 49,Requisito_345,15.0,22.0
Sprint 49,Requisito_346,8.0,27.0
Sprint 50,Requisito_265,12.0,9.0
Sprint 50,Requisito_348,18.0,33.0
Sprint 50,Requisito_350,11.0,30.0
Sprint 50,Requisito_351,3.0,8.0
Sprint 50,Requisito_353,11.0,10.0
Sprint 50,Requisito_354,10.0,31.0
Sprint 50,Requisito_355,3.0,12.0
Sprint 50,Requisito_356,15.0,8.0
Sprint 50,Requisito_469,18.0,39.0
Sprint 51,Requisito_5,12.0,39.0
Sprint 51,Requisito_8,16.0,29.0
Sprint 51,Requisito_21,2.0,38.0
Sprint 51,Requisito_25,7.0,14.0
Sprint 51,Requisito_330,3.0,26.0
Sprint 51,Requisito_357,8.0,9.0
Sprint 51,Requisito_364,8.0,25.0
Sprint 52,Requisito_3,16.0,20.0
Sprint 52,Requisito_206,15.0,37.0
Sprint 52,Requisito_365,10.0,18.0
Sprint 52,Requisito_368,11.0,15.0
Sprint 52,Requisito_369,14.0,30.0
Sprint 52,Requisito_370,12.0,30.0
Sprint 52,Requisito_387,14.0,30.0
Sprint 53,Requisito_96,15.0,34.0
Sprint 53,Requisito_250,16.0,20.0
Sprint 53,Requisito_367,13.0,8.0
Sprint 53,Requisito_372,17.0,32.0
Sprint 53,Requisito_375,3.0,36.0
Sprint 53,Requisito_376,16.0,16.0
Sprint 53,Requisito_378,3.0,34.0
Sprint 54,Requisito_69,18.0,28.0
Sprint 54,Requisito_377,14.0,20.0
Sprint 54,Requisito_379,12.0,32.0
Sprint 54,Requisito_380,2.0,31.0
Sprint 54,Requisito_381,9.0,13.0
Sprint 54,Requisito_383,9.0,23.0
Sprint 54,Requisito_385,1.0,19.0
Sprint 54,Requisito_479,10.0,13.0
Sprint 55,Requisito_171,2.0,8.0
Sprint 55,Requisito_319,16.0,20.0
Sprint 55,Requisito_336,10.0,38.0
Sprint 55,Requisito_382,8.0,9.0
Sprint 55,Requisito_386,7.0,32.0
Sprint 55,Requisito_389,7.0,40.0
Sprint 55,Requisito_391,5.0,33.0
Sprint 56,Requisito_390,6.0,22.0
Sprint 56,Requisito_393,18.0,28.0
Sprint 56,Requisito_394,12.0,19.0
Sprint 56,Requisito_395,14.0,27.0
Sprint 56,Requisito_396,11.0,32.0
Sprint 56,Requisito_398,13.0,23.0
Sprint 56,Requisito_463,12.0,29.0
Sprint 57,Requisito_103,6.0,27.0
Sprint 57,Requisito_399,14.0,16.0
Sprint 57,Requisito_400,18.0,26.0
Sprint 57,Requisito_403,8.0,31.0
Sprint 57,Requisito_404,9.0,30.0
Sprint 57,Requisito_405,9.0,20.0
Sprint 57,Requisito_406,5.0,29.0
Sprint 58,Requisito_282,3.0,13.0
Sprint 58,Requisito_401,16.0,15.0
Sprint 58,Requisito_407,2.0,22.0
Sprint 58,Requisito_408,14.0,37.0
Sprint 58,Requisito_410,8.0,38.0
Sprint 58,Requisito_412,17.0,37.0
Sprint 58,Requisito_413,3.0,17.0
Sprint 59,Requisito_37,4.0,20.0
Sprint 59,Requisito_302,10.0,36.0
Sprint 59,Requisito_411,11.0,10.0
Sprint 59,Requisito_414,6.0,38.0
Sprint 59,Requisito_415,9.0,19.0
Sprint 59,Requisito_418,12.0,24.0
Sprint 59,Requisito_419,18.0,33.0
Sprint 60,Requisito_35,2.0,25.0
Sprint 60,Requisito_160,2.0,10.0
Sprint 60,Requisito_417,7.0,21.0
Sprint 60,Requisito_423,8.0,21.0
Sprint 60,Requisito_425,8.0,40.0
Sprint 60,Requisito_426,16.0,12.0
Sprint 60,Requisito_427,7.0,16.0
Sprint 60,Requisito_428,6.0,35.0
Sprint 61,Requisito_118,7.0,38.0
Sprint 61,Requisito_429,3.0,32.0
Sprint 61,Requisito_431,2.0,14.0
Sprint 61,Requisito_432,9.0,30.0
Sprint 61,Requisito_433,15.0,16.0
Sprint 61,Requisito_434,9.0,17.0
Sprint 61,Requisito_435,12.0,33.0
Sprint 62,Requisito_422,16.0,9.0
Sprint 62,Requisito_436,5.0,39.0
Sprint 62,Requisito_437,10.0,15.0
Sprint 62,Requisito_438,4.0,31.0
Sprint 62,Requisito_439,18.0,33.0
Sprint 62,Requisito_440,10.0,29.0
Sprint 62,Requisito_441,16.0,24.0
Sprint 63,Requisito_34,14.0,30.0
Sprint 63,Requisito_81,6.0,18.0
Sprint 63,Requisito_102,9.0,30.0
Sprint 63,Requisito_424,3.0,9.0
Sprint 63,Requisito_445,16.0,24.0
Sprint 63,Requisito_447,6.0,13.0
Sprint 63,Requisito_448,17.0,15.0
Sprint 63,Requisito_449,17.0,10.0
Sprint 63,Requisito_450,17.0,31.0
Sprint 64,Requisito_268,16.0,32.0
Sprint 64,Requisito_451,15.0,24.0
Sprint 64,Requisito_453,6.0,18.0
Sprint 64,Requisito_454,1.0,15.0
Sprint 64,Requisito_455,1.0,31.0
Sprint 64,Requisito_456,16.0,40.0
Sprint 64,Requisito_457,8.0,20.0
Sprint 65,Requisito_152,15.0,32.0
Sprint 65,Requisito_392,5.0,20.0
Sprint 65,Requisito_458,10.0,19.0
Sprint 65,Requisito_461,13.0,29.0
Sprint 65,Requisito_462,14.0,35.0
Sprint 65,Requisito_464,14.0,23.0
Sprint 65,Requisito_468,14.0,22.0
Sprint 66,Requisito_7,1.0,13.0
Sprint 66,Requisito_287,6.0,21.0
Sprint 66,Requisito_296,15.0,27.0
Sprint 66,Requisito_297,16.0,30.0
Sprint 66,Requisito_349,18.0,13.0
Sprint 66,Requisito_473,10.0,38.0
Sprint 66,Requisito_474,15.0,36.0
Sprint 67,Requisito_29,2.0,19.0
Sprint 67,Requisito_84,1.0,33.0
Sprint 67,Requisito_205,2.0,27.0
Sprint 67,Requisito_314,18.0,32.0
Sprint 67,Requisito_459,3.0,21.0
Sprint 67,Requisito_476,2.0,13.0
Sprint 67,Requisito_483,9.0,35.0
Sprint 68,Requisito_100,7.0,26.0
Sprint 68,Requisito_196,5.0,23.0
Sprint 68,Requisito_307,1.0,15.0
Sprint 68,Requisito_442,18.0,32.0
Sprint 68,Requisito_466,4.0,12.0
Sprint 68,Requisito_467,11.0,11.0
Sprint 68,Requisito_470,3.0,39.0
Sprint 68,Requisito_471,14.0,22.0
