sprint,requisito,valor_req,peso_req
Sprint 13,Requisito_25,5.0,31.0
Sprint 13,Requisito_29,40.0,34.0
Sprint 13,Requisito_30,52.0,144.0
Sprint 13,Requisito_42,19.0,112.0
Sprint 13,Requisito_261,51.0,58.0
Sprint 14,Requisito_45,21.0,57.0
Sprint 14,Requisito_48,13.0,98.0
Sprint 14,Requisito_49,13.0,109.0
Sprint 14,Requisito_80,50.0,68.0
Sprint 14,Requisito_198,23.0,79.0
Sprint 14,Requisito_241,36.0,67.0
Sprint 15,Requisito_50,44.0,63.0
Sprint 15,Requisito_51,5.0,81.0
Sprint 15,Requisito_52,27.0,111.0
Sprint 15,Requisito_53,25.0,134.0
Sprint 15,Requisito_65,10.0,91.0
Sprint 16,Requisito_43,26.0,22.0
Sprint 16,Requisito_54,8.0,52.0
Sprint 16,Requisito_56,22.0,99.0
Sprint 16,Requisito_58,31.0,94.0
Sprint 16,Requisito_60,7.0,118.0
Sprint 16,Requisito_225,44.0,94.0
Sprint 17,Requisito_55,10.0,53.0
Sprint 17,Requisito_57,47.0,17.0
Sprint 17,Requisito_59,12.0,53.0
Sprint 17,Requisito_61,19.0,28.0
Sprint 17,Requisito_63,21.0,107.0
Sprint 17,Requisito_67,46.0,137.0
Sprint 17,Requisito_142,54.0,84.0
Sprint 18,Requisito_62,11.0,57.0
Sprint 18,Requisito_68,2.0,41.0
Sprint 18,Requisito_69,42.0,41.0
Sprint 18,Requisito_70,38.0,61.0
Sprint 18,Requisito_71,11.0,131.0
Sprint 18,Requisito_72,15.0,68.0
Sprint 18,Requisito_73,53.0,80.0
Sprint 19,Requisito_74,21.0,51.0
Sprint 19,Requisito_75,32.0,59.0
Sprint 19,Requisito_77,24.0,127.0
Sprint 19,Requisito_81,43.0,125.0
Sprint 19,Requisito_146,52.0,114.0
Sprint 20,Requisito_83,42.0,82.0
Sprint 20,Requisito_85,42.0,115.0
Sprint 20,Requisito_86,44.0,113.0
Sprint 20,Requisito_97,36.0,50.0
Sprint 20,Requisito_172,10.0,116.0
Sprint 21,Requisito_76,46.0,52.0
Sprint 21,Requisito_87,17.0,50.0
Sprint 21,Requisito_89,32.0,47.0
Sprint 21,Requisito_93,52.0,90.0
Sprint 21,Requisito_180,31.0,132.0
Sprint 21,Requisito_266,35.0,104.0
Sprint 22,Requisito_18,41.0,66.0
Sprint 22,Requisito_98,9.0,66.0
Sprint 22,Requisito_99,24.0,84.0
Sprint 22,Requisito_100,34.0,101.0
Sprint 22,Requisito_102,21.0,67.0
Sprint 22,Requisito_243,20.0,56.0
Sprint 22,Requisito_291,45.0,37.0
Sprint 23,Requisito_4,18.0,144.0
Sprint 23,Requisito_79,28.0,24.0
Sprint 23,Requisito_103,6.0,56.0
Sprint 23,Requisito_105,26.0,136.0
Sprint 23,Requisito_107,26.0,117.0
Sprint 24,Requisito_64,14.0,59.0
Sprint 24,Requisito_108,46.0,88.0
Sprint 24,Requisito_110,29.0,116.0
Sprint 24,Requisito_147,6.0,43.0
Sprint 24,Requisito_151,50.0,23.0
Sprint 24,Requisito_203,20.0,19.0
Sprint 24,Requisito_251,2.0,125.0
Sprint 25,Requisito_3,28.0,143.0
Sprint 25,Requisito_32,43.0,60.0
Sprint 25,Requisito_152,4.0,102.0
Sprint 25,Requisito_201,33.0,17.0
Sprint 25,Requisito_206,27.0,43.0
Sprint 25,Requisito_248,40.0,112.0
Sprint 26,Requisito_90,51.0,34.0
Sprint 26,Requisito_118,32.0,81.0
Sprint 26,Requisito_119,16.0,70.0
Sprint 26,Requisito_120,41.0,62.0
Sprint 26,Requisito_121,32.0,53.0
Sprint 26,Requisito_122,33.0,44.0
Sprint 26,Requisito_126,28.0,134.0
Sprint 27,Requisito_44,24.0,71.0
Sprint 27,Requisito_47,23.0,17.0
Sprint 27,Requisito_123,10.0,46.0
Sprint 27,Requisito_127,18.0,135.0
Sprint 27,Requisito_128,8.0,87.0
Sprint 27,Requisito_130,50.0,121.0
Sprint 28,Requisito_124,12.0,48.0
Sprint 28,Requisito_131,22.0,138.0
Sprint 28,Requisito_132,9.0,45.0
Sprint 28,Requisito_133,40.0,137.0
Sprint 28,Requisito_134,26.0,111.0
Sprint 29,Requisito_91,16.0,16.0
Sprint 29,Requisito_92,43.0,18.0
Sprint 29,Requisito_135,23.0,68.0
Sprint 29,Requisito_136,37.0,92.0
Sprint 29,Requisito_137,4.0,119.0
Sprint 29,Requisito_138,34.0,129.0
Sprint 29,Requisito_141,49.0,33.0
Sprint 30,Requisito_125,34.0,27.0
Sprint 30,Requisito_143,26.0,96.0
Sprint 30,Requisito_167,13.0,141.0
Sprint 30,Requisito_219,14.0,69.0
Sprint 30,Requisito_265,45.0,142.0
Sprint 31,Requisito_41,15.0,139.0
Sprint 31,Requisito_94,49.0,45.0
Sprint 31,Requisito_144,29.0,27.0
Sprint 31,Requisito_150,9.0,32.0
Sprint 31,Requisito_154,39.0,106.0
Sprint 31,Requisito_242,7.0,105.0
Sprint 31,Requisito_246,30.0,22.0
Sprint 32,Requisito_112,45.0,123.0
Sprint 32,Requisito_114,53.0,56.0
Sprint 32,Requisito_116,42.0,105.0
Sprint 32,Requisito_117,5.0,132.0
Sprint 32,Requisito_197,29.0,61.0
Sprint 33,Requisito_157,8.0,25.0
Sprint 33,Requisito_160,39.0,44.0
Sprint 33,Requisito_164,53.0,134.0
Sprint 33,Requisito_168,24.0,136.0
Sprint 33,Requisito_189,15.0,31.0
Sprint 33,Requisito_263,13.0,97.0
Sprint 34,Requisito_34,45.0,129.0
Sprint 34,Requisito_37,21.0,128.0
Sprint 34,Requisito_162,17.0,50.0
Sprint 34,Requisito_165,26.0,35.0
Sprint 34,Requisito_173,21.0,135.0
Sprint 35,Requisito_111,42.0,112.0
Sprint 35,Requisito_166,46.0,38.0
Sprint 35,Requisito_169,40.0,29.0
Sprint 35,Requisito_176,6.0,80.0
Sprint 35,Requisito_177,30.0,118.0
Sprint 35,Requisito_178,45.0,95.0
Sprint 36,Requisito_95,11.0,133.0
Sprint 36,Requisito_161,12.0,110.0
Sprint 36,Requisito_171,43.0,28.0
Sprint 36,Requisito_183,19.0,89.0
Sprint 36,Requisito_217,17.0,61.0
Sprint 36,Requisito_220,7.0,54.0
Sprint 37,Requisito_148,28.0,19.0
Sprint 37,Requisito_182,48.0,29.0
Sprint 37,Requisito_185,15.0,125.0
Sprint 37,Requisito_187,53.0,81.0
Sprint 37,Requisito_188,35.0,86.0
Sprint 37,Requisito_190,18.0,138.0
Sprint 38,Requisito_184,49.0,56.0
Sprint 38,Requisito_192,38.0,106.0
Sprint 38,Requisito_193,7.0,52.0
Sprint 38,Requisito_195,4.0,77.0
Sprint 38,Requisito_196,28.0,102.0
Sprint 38,Requisito_200,43.0,85.0
Sprint 39,Requisito_5,19.0,87.0
Sprint 39,Requisito_104,19.0,93.0
Sprint 39,Requisito_179,29.0,73.0
Sprint 39,Requisito_202,19.0,42.0
Sprint 39,Requisito_204,45.0,120.0
Sprint 39,Requisito_222,43.0,56.0
Sprint 40,Requisito_191,8.0,23.0
Sprint 40,Requisito_194,44.0,81.0
Sprint 40,Requisito_205,2.0,55.0
Sprint 40,Requisito_207,44.0,47.0
Sprint 40,Requisito_210,36.0,144.0
Sprint 40,Requisito_212,35.0,129.0
Sprint 41,Requisito_109,42.0,64.0
Sprint 41,Requisito_156,35.0,142.0
Sprint 41,Requisito_163,24.0,22.0
Sprint 41,Requisito_211,11.0,58.0
Sprint 41,Requisito_213,6.0,96.0
Sprint 41,Requisito_215,8.0,94.0
Sprint 42,Requisito_129,30.0,79.0
Sprint 42,Requisito_149,31.0,107.0
Sprint 42,Requisito_158,19.0,61.0
Sprint 42,Requisito_208,37.0,23.0
Sprint 42,Requisito_218,48.0,87.0
Sprint 42,Requisito_228,34.0,123.0
Sprint 43,Requisito_181,8.0,113.0
Sprint 43,Requisito_223,28.0,58.0
Sprint 43,Requisito_226,34.0,30.0
Sprint 43,Requisito_227,46.0,117.0
Sprint 43,Requisito_229,14.0,43.0
Sprint 43,Requisito_234,26.0,31.0
Sprint 43,Requisito_267,42.0,26.0
Sprint 43,Requisito_274,10.0,59.0
Sprint 44,Requisito_96,14.0,68.0
Sprint 44,Requisito_231,51.0,122.0
Sprint 44,Requisito_235,38.0,105.0
Sprint 44,Requisito_236,21.0,121.0
Sprint 44,Requisito_252,15.0,64.0
Sprint 45,Requisito_2,38.0,24.0
Sprint 45,Requisito_106,46.0,46.0
Sprint 45,Requisito_230,23.0,30.0
Sprint 45,Requisito_233,39.0,54.0
Sprint 45,Requisito_237,20.0,107.0
Sprint 45,Requisito_239,46.0,136.0
Sprint 45,Requisito_240,44.0,82.0
Sprint 46,Requisito_16,43.0,129.0
Sprint 46,Requisito_82,33.0,31.0
Sprint 46,Requisito_88,30.0,53.0
Sprint 46,Requisito_245,24.0,127.0
Sprint 46,Requisito_272,18.0,140.0
Sprint 47,Requisito_113,11.0,64.0
Sprint 47,Requisito_115,26.0,45.0
Sprint 47,Requisito_140,25.0,25.0
Sprint 47,Requisito_186,38.0,24.0
Sprint 47,Requisito_244,28.0,113.0
Sprint 47,Requisito_247,20.0,143.0
Sprint 47,Requisito_250,38.0,58.0
Sprint 48,Requisito_12,21.0,41.0
Sprint 48,Requisito_170,42.0,71.0
Sprint 48,Requisito_249,6.0,23.0
Sprint 48,Requisito_289,50.0,65.0
Sprint 48,Requisito_290,8.0,83.0
Sprint 48,Requisito_292,18.0,98.0
Sprint 48,Requisito_293,13.0,91.0
Sprint 49,Requisito_66,21.0,41.0
Sprint 49,Requisito_232,34.0,53.0
Sprint 49,Requisito_281,11.0,16.0
Sprint 49,Requisito_294,31.0,17.0
Sprint 49,Requisito_297,29.0,62.0
Sprint 49,Requisito_298,31.0,108.0
Sprint 49,Requisito_299,36.0,72.0
Sprint 49,Requisito_300,14.0,95.0
