sprint,requisito,valor_req,peso_req
Sprint 16,Requisito_197,12.0,35.0
Sprint 16,Requisito_267,10.0,14.0
Sprint 16,Requisito_295,5.0,22.0
Sprint 17,Requisito_10,12.0,35.0
Sprint 17,Requisito_124,5.0,18.0
Sprint 17,Requisito_141,11.0,11.0
Sprint 17,Requisito_146,14.0,26.0
Sprint 17,Requisito_233,12.0,34.0
Sprint 17,Requisito_249,11.0,27.0
Sprint 17,Requisito_273,15.0,29.0
Sprint 18,Requisito_42,15.0,38.0
Sprint 18,Requisito_60,2.0,33.0
Sprint 18,Requisito_112,14.0,19.0
Sprint 18,Requisito_163,1.0,22.0
Sprint 18,Requisito_223,3.0,31.0
Sprint 18,Requisito_292,2.0,32.0
Sprint 19,Requisito_22,10.0,15.0
Sprint 19,Requisito_43,9.0,22.0
Sprint 19,Requisito_82,12.0,23.0
Sprint 19,Requisito_122,10.0,11.0
Sprint 19,Requisito_132,7.0,13.0
Sprint 19,Requisito_167,6.0,15.0
Sprint 19,Requisito_172,2.0,10.0
Sprint 19,Requisito_209,17.0,13.0
Sprint 19,Requisito_276,15.0,23.0
Sprint 19,Requisito_277,8.0,35.0
Sprint 20,Requisito_75,6.0,30.0
Sprint 20,Requisito_104,17.0,25.0
Sprint 20,Requisito_175,17.0,35.0
Sprint 20,Requisito_183,18.0,26.0
Sprint 20,Requisito_252,17.0,28.0
Sprint 20,Requisito_263,14.0,35.0
Sprint 21,Requisito_4,5.0,36.0
Sprint 21,Requisito_21,1.0,8.0
Sprint 21,Requisito_46,16.0,15.0
Sprint 21,Requisito_48,6.0,16.0
Sprint 21,Requisito_96,14.0,22.0
Sprint 21,Requisito_190,14.0,28.0
Sprint 21,Requisito_196,13.0,15.0
Sprint 21,Requisito_241,7.0,40.0
Sprint 22,Requisito_8,5.0,38.0
Sprint 22,Requisito_35,13.0,26.0
Sprint 22,Requisito_156,13.0,12.0
Sprint 22,Requisito_164,16.0,33.0
Sprint 22,Requisito_166,2.0,32.0
Sprint 22,Requisito_170,18.0,39.0
Sprint 23,Requisito_28,17.0,29.0
Sprint 23,Requisito_29,11.0,14.0
Sprint 23,Requisito_39,7.0,18.0
Sprint 23,Requisito_91,10.0,37.0
Sprint 23,Requisito_153,12.0,35.0
Sprint 23,Requisito_193,9.0,28.0
Sprint 23,Requisito_268,10.0,18.0
Sprint 24,Requisito_6,17.0,24.0
Sprint 24,Requisito_11,18.0,29.0
Sprint 24,Requisito_53,15.0,23.0
Sprint 24,Requisito_74,2.0,29.0
Sprint 24,Requisito_108,12.0,13.0
Sprint 24,Requisito_134,5.0,18.0
Sprint 24,Requisito_222,8.0,35.0
Sprint 24,Requisito_236,9.0,8.0
Sprint 25,Requisito_16,13.0,32.0
Sprint 25,Requisito_103,2.0,24.0
Sprint 25,Requisito_148,2.0,38.0
Sprint 25,Requisito_155,10.0,39.0
Sprint 25,Requisito_189,5.0,18.0
Sprint 25,Requisito_258,5.0,28.0
Sprint 26,Requisito_9,6.0,17.0
Sprint 26,Requisito_127,18.0,18.0
Sprint 26,Requisito_162,16.0,25.0
Sprint 26,Requisito_177,7.0,16.0
Sprint 26,Requisito_186,12.0,18.0
Sprint 26,Requisito_191,7.0,14.0
Sprint 26,Requisito_195,15.0,8.0
Sprint 26,Requisito_230,3.0,24.0
Sprint 26,Requisito_260,7.0,21.0
Sprint 26,Requisito_265,15.0,8.0
Sprint 26,Requisito_269,5.0,8.0
Sprint 27,Requisito_33,13.0,38.0
Sprint 27,Requisito_61,17.0,36.0
Sprint 27,Requisito_98,4.0,32.0
Sprint 27,Requisito_105,7.0,11.0
Sprint 27,Requisito_110,2.0,23.0
Sprint 27,Requisito_229,12.0,40.0
Sprint 28,Requisito_20,3.0,22.0
Sprint 28,Requisito_23,5.0,37.0
Sprint 28,Requisito_49,17.0,10.0
Sprint 28,Requisito_66,14.0,10.0
Sprint 28,Requisito_78,4.0,10.0
Sprint 28,Requisito_173,16.0,15.0
Sprint 28,Requisito_194,6.0,26.0
Sprint 28,Requisito_207,13.0,40.0
Sprint 28,Requisito_234,14.0,10.0
Sprint 29,Requisito_15,9.0,28.0
Sprint 29,Requisito_17,8.0,16.0
Sprint 29,Requisito_30,10.0,20.0
Sprint 29,Requisito_44,7.0,19.0
Sprint 29,Requisito_99,2.0,25.0
Sprint 29,Requisito_187,5.0,33.0
Sprint 29,Requisito_212,17.0,12.0
Sprint 29,Requisito_245,5.0,25.0
Sprint 30,Requisito_1,4.0,38.0
Sprint 30,Requisito_67,6.0,16.0
Sprint 30,Requisito_85,13.0,12.0
Sprint 30,Requisito_215,3.0,13.0
Sprint 30,Requisito_286,18.0,18.0
Sprint 30,Requisito_288,18.0,36.0
Sprint 30,Requisito_293,9.0,8.0
Sprint 30,Requisito_296,4.0,39.0
Sprint 31,Requisito_37,13.0,32.0
Sprint 31,Requisito_40,13.0,15.0
Sprint 31,Requisito_72,12.0,15.0
Sprint 31,Requisito_83,5.0,30.0
Sprint 31,Requisito_117,4.0,26.0
Sprint 31,Requisito_184,5.0,8.0
Sprint 31,Requisito_202,5.0,22.0
Sprint 31,Requisito_244,18.0,28.0
Sprint 32,Requisito_47,5.0,15.0
Sprint 32,Requisito_59,18.0,27.0
Sprint 32,Requisito_94,9.0,36.0
Sprint 32,Requisito_123,18.0,40.0
Sprint 32,Requisito_133,5.0,40.0
Sprint 32,Requisito_205,14.0,21.0
Sprint 33,Requisito_64,3.0,25.0
Sprint 33,Requisito_80,14.0,33.0
Sprint 33,Requisito_101,6.0,21.0
Sprint 33,Requisito_116,1.0,25.0
Sprint 33,Requisito_118,1.0,34.0
Sprint 33,Requisito_130,8.0,19.0
Sprint 33,Requisito_228,9.0,17.0
Sprint 34,Requisito_25,18.0,16.0
Sprint 34,Requisito_38,14.0,17.0
Sprint 34,Requisito_178,6.0,40.0
Sprint 34,Requisito_179,16.0,38.0
Sprint 34,Requisito_182,1.0,19.0
Sprint 34,Requisito_250,2.0,33.0
Sprint 34,Requisito_279,3.0,14.0
Sprint 35,Requisito_5,7.0,21.0
Sprint 35,Requisito_70,14.0,8.0
Sprint 35,Requisito_90,5.0,33.0
Sprint 35,Requisito_145,12.0,27.0
Sprint 35,Requisito_158,6.0,8.0
Sprint 35,Requisito_160,7.0,18.0
Sprint 35,Requisito_237,8.0,28.0
Sprint 35,Requisito_259,6.0,13.0
Sprint 35,Requisito_270,6.0,8.0
Sprint 35,Requisito_290,7.0,15.0
Sprint 36,Requisito_7,10.0,40.0
Sprint 36,Requisito_63,12.0,10.0
Sprint 36,Requisito_81,4.0,18.0
Sprint 36,Requisito_102,18.0,35.0
Sprint 36,Requisito_159,14.0,21.0
Sprint 36,Requisito_208,8.0,24.0
Sprint 36,Requisito_235,18.0,27.0
Sprint 37,Requisito_77,17.0,39.0
Sprint 37,Requisito_129,2.0,25.0
Sprint 37,Requisito_149,9.0,20.0
Sprint 37,Requisito_201,12.0,25.0
Sprint 37,Requisito_204,4.0,37.0
Sprint 37,Requisito_297,16.0,27.0
Sprint 38,Requisito_12,14.0,10.0
Sprint 38,Requisito_51,9.0,37.0
Sprint 38,Requisito_84,1.0,37.0
Sprint 38,Requisito_198,6.0,37.0
Sprint 38,Requisito_225,3.0,14.0
Sprint 38,Requisito_272,5.0,37.0
Sprint 39,Requisito_24,7.0,21.0
Sprint 39,Requisito_57,13.0,31.0
Sprint 39,Requisito_181,17.0,34.0
Sprint 39,Requisito_239,12.0,31.0
Sprint 39,Requisito_243,16.0,30.0
Sprint 39,Requisito_271,5.0,15.0
Sprint 39,Requisito_284,15.0,17.0
Sprint 40,Requisito_54,14.0,28.0
Sprint 40,Requisito_71,15.0,40.0
Sprint 40,Requisito_161,13.0,40.0
Sprint 40,Requisito_255,7.0,31.0
Sprint 40,Requisito_274,8.0,39.0
