sprint,requisito,valor_req,peso_req
Sprint 11,Requisito_21,21.0,126.0
Sprint 11,Requisito_107,16.0,42.0
Sprint 11,Requisito_129,26.0,58.0
Sprint 11,Requisito_166,52.0,72.0
Sprint 11,Requisito_170,4.0,42.0
Sprint 12,Requisito_144,24.0,102.0
Sprint 12,Requisito_146,3.0,118.0
Sprint 12,Requisito_147,6.0,117.0
Sprint 12,Requisito_148,28.0,118.0
Sprint 12,Requisito_171,25.0,23.0
Sprint 13,Requisito_19,38.0,28.0
Sprint 13,Requisito_20,32.0,40.0
Sprint 13,Requisito_48,9.0,56.0
Sprint 13,Requisito_128,8.0,104.0
Sprint 13,Requisito_150,21.0,134.0
Sprint 13,Requisito_157,44.0,113.0
Sprint 14,Requisito_17,28.0,62.0
Sprint 14,Requisito_130,21.0,98.0
Sprint 14,Requisito_134,39.0,59.0
Sprint 14,Requisito_136,17.0,133.0
Sprint 14,Requisito_139,19.0,44.0
Sprint 14,Requisito_192,7.0,77.0
Sprint 15,Requisito_2,30.0,133.0
Sprint 15,Requisito_6,33.0,74.0
Sprint 15,Requisito_125,14.0,29.0
Sprint 15,Requisito_131,27.0,92.0
Sprint 15,Requisito_133,26.0,88.0
Sprint 15,Requisito_158,36.0,60.0
Sprint 16,Requisito_8,24.0,141.0
Sprint 16,Requisito_11,40.0,134.0
Sprint 16,Requisito_12,46.0,109.0
Sprint 16,Requisito_106,23.0,88.0
Sprint 17,Requisito_24,54.0,80.0
Sprint 17,Requisito_100,28.0,76.0
Sprint 17,Requisito_114,52.0,78.0
Sprint 17,Requisito_123,52.0,99.0
Sprint 17,Requisito_127,13.0,125.0
Sprint 18,Requisito_23,47.0,74.0
Sprint 18,Requisito_115,43.0,86.0
Sprint 18,Requisito_121,33.0,57.0
Sprint 18,Requisito_124,21.0,36.0
Sprint 18,Requisito_126,34.0,92.0
Sprint 18,Requisito_151,21.0,37.0
Sprint 18,Requisito_164,17.0,93.0
Sprint 19,Requisito_18,26.0,122.0
Sprint 19,Requisito_26,8.0,129.0
Sprint 19,Requisito_98,30.0,125.0
Sprint 19,Requisito_152,48.0,54.0
Sprint 19,Requisito_175,31.0,48.0
Sprint 20,Requisito_16,48.0,114.0
Sprint 20,Requisito_101,49.0,108.0
Sprint 20,Requisito_117,38.0,67.0
Sprint 20,Requisito_119,30.0,26.0
Sprint 20,Requisito_141,27.0,46.0
Sprint 20,Requisito_142,51.0,27.0
Sprint 20,Requisito_191,19.0,83.0
Sprint 21,Requisito_5,6.0,110.0
Sprint 21,Requisito_110,9.0,140.0
Sprint 21,Requisito_116,2.0,55.0
Sprint 21,Requisito_161,28.0,141.0
Sprint 22,Requisito_25,46.0,42.0
Sprint 22,Requisito_27,30.0,47.0
Sprint 22,Requisito_28,13.0,135.0
Sprint 22,Requisito_29,5.0,42.0
Sprint 22,Requisito_30,28.0,46.0
Sprint 22,Requisito_32,50.0,86.0
Sprint 22,Requisito_108,45.0,76.0
Sprint 23,Requisito_31,18.0,43.0
Sprint 23,Requisito_33,4.0,123.0
Sprint 23,Requisito_36,33.0,83.0
Sprint 23,Requisito_37,8.0,127.0
Sprint 23,Requisito_38,46.0,97.0
Sprint 24,Requisito_39,39.0,58.0
Sprint 24,Requisito_40,45.0,132.0
Sprint 24,Requisito_41,16.0,85.0
Sprint 24,Requisito_42,53.0,68.0
Sprint 24,Requisito_97,6.0,109.0
Sprint 24,Requisito_138,39.0,27.0
Sprint 25,Requisito_35,45.0,31.0
Sprint 25,Requisito_43,40.0,114.0
Sprint 25,Requisito_45,10.0,128.0
Sprint 25,Requisito_46,25.0,95.0
Sprint 25,Requisito_47,4.0,112.0
Sprint 26,Requisito_52,42.0,139.0
Sprint 26,Requisito_79,18.0,19.0
Sprint 26,Requisito_93,32.0,104.0
Sprint 26,Requisito_109,25.0,103.0
Sprint 26,Requisito_154,20.0,113.0
Sprint 27,Requisito_3,20.0,142.0
Sprint 27,Requisito_54,43.0,86.0
Sprint 27,Requisito_55,47.0,115.0
Sprint 27,Requisito_57,50.0,130.0
Sprint 28,Requisito_56,9.0,90.0
Sprint 28,Requisito_58,32.0,72.0
Sprint 28,Requisito_59,9.0,117.0
Sprint 28,Requisito_60,50.0,131.0
Sprint 28,Requisito_61,23.0,69.0
Sprint 29,Requisito_44,44.0,43.0
Sprint 29,Requisito_62,7.0,93.0
Sprint 29,Requisito_63,43.0,38.0
Sprint 29,Requisito_65,35.0,95.0
Sprint 29,Requisito_66,20.0,130.0
Sprint 29,Requisito_96,22.0,76.0
Sprint 30,Requisito_14,29.0,28.0
Sprint 30,Requisito_64,22.0,48.0
Sprint 30,Requisito_68,12.0,104.0
Sprint 30,Requisito_69,54.0,142.0
Sprint 30,Requisito_70,3.0,41.0
Sprint 30,Requisito_71,30.0,116.0
Sprint 31,Requisito_72,25.0,47.0
Sprint 31,Requisito_73,45.0,48.0
Sprint 31,Requisito_74,4.0,88.0
Sprint 31,Requisito_75,50.0,106.0
Sprint 31,Requisito_77,8.0,56.0
Sprint 31,Requisito_78,12.0,128.0
Sprint 32,Requisito_50,30.0,115.0
Sprint 32,Requisito_80,41.0,37.0
Sprint 32,Requisito_82,17.0,68.0
Sprint 32,Requisito_87,14.0,43.0
Sprint 32,Requisito_90,31.0,23.0
Sprint 32,Requisito_94,40.0,60.0
Sprint 32,Requisito_135,25.0,54.0
Sprint 32,Requisito_188,54.0,67.0
Sprint 33,Requisito_76,18.0,43.0
Sprint 33,Requisito_83,27.0,64.0
Sprint 33,Requisito_86,15.0,120.0
Sprint 33,Requisito_91,32.0,121.0
Sprint 33,Requisito_183,9.0,131.0
Sprint 34,Requisito_34,10.0,18.0
Sprint 34,Requisito_51,29.0,28.0
Sprint 34,Requisito_53,11.0,83.0
Sprint 34,Requisito_67,38.0,105.0
Sprint 34,Requisito_88,32.0,73.0
Sprint 34,Requisito_92,48.0,85.0
Sprint 34,Requisito_95,16.0,83.0
Sprint 35,Requisito_22,6.0,110.0
Sprint 35,Requisito_102,15.0,39.0
Sprint 35,Requisito_137,50.0,38.0
Sprint 35,Requisito_197,41.0,78.0
Sprint 35,Requisito_198,48.0,124.0
Sprint 35,Requisito_199,28.0,91.0
